,zbest,F3GHz,logL10cm,logL21cm,logLTIRSF,SFG,MNUV,MU,MB,MV,MR,MI,MZ,MY,MJ,MH,MK,MASS_MED,MASS_BEST,SFR_MED,SFR_BEST,L_NU,L_R,L_K
111,0.6071,495.6117,23.74506,23.857452,10.657896,0.0,-17.541,-20.985,-21.92,-22.651,-23.005,-23.414,-23.828,-23.958,-24.251,-24.348,-24.141,11.4,11.4323,-0.102037,-0.116955,28.1308593916788,29.9507262117389,30.306559076952
112,1.1693,2210.59,25.235664,25.571583,10.833625,0.0,-17.386,-20.405,-21.005,-21.564,-21.81,-22.124,-22.345,-22.48,-22.802,-22.978,-22.647,10.5071,10.4915,-1.34046,-1.07254,27.5458693916788,29.3607662117389,29.623969076952
113,0.631,605.4865,23.936836,24.1556,11.296257,1.0,-18.743,-21.664,-22.545,-23.198,-23.528,-23.919,-24.149,-24.422,-24.595,-24.911,-24.684,11.5917,11.5803,0.2,0.245896,28.4647593916788,30.1370262117389,30.484159076952
114,0.82,667.5649,24.188065,24.338545,10.513503,0.0,-18.926,-21.878,-22.75,-23.273,-23.572,-23.85,-24.085,-24.255,-24.381,-24.562,-24.317,11.2,11.2253,-0.772789,-0.768275,28.0566293916788,30.0317262117389,30.319429076952
115,0.6995,515.0573,24.039043,24.357384,10.829081,1.0,-20.816,-22.361,-23.22,-23.529,-23.729,-23.741,-23.862,-23.934,-24.26,-24.367,-24.186,10.751,10.7307,0.202003,0.142014,28.9567593916788,30.0243262117389,30.068559076952
116,1.6769,1048.284,25.166359,25.398975,12.141656,0.0,-19.771,-22.699,-23.516,-24.087,-24.316,-24.593,-24.863,-25.234,-25.315,-25.5,-25.254,11.5734,11.5284,-0.587806,-0.465245,28.3596593916788,30.3347262117389,30.622439076952
117,0.6725,489.3995,23.799583,23.857487,10.931344,0.0,-17.76,-21.411,-22.381,-23.034,-23.342,-23.743,-23.982,-24.176,-24.352,-24.591,-24.345,11.5,11.531,-5.49449,-26.5905,27.4123493916788,29.9531262117389,30.336649076952
118,1.1038,468.1012,24.21306,24.255625,11.055998,1.0,-18.715,-20.702,-21.442,-21.849,-22.136,-22.402,-22.518,-22.756,-22.867,-23.202,-22.974,10.7638,10.7846,0.253584,0.30976,28.4720393916788,29.5636362117389,29.847039076952
119,0.9562,595.1451,24.338423,24.548777,10.995411,0.0,-18.82,-21.416,-22.165,-22.759,-23.179,-23.484,-23.765,-23.893,-23.982,-24.144,-24.0,11.25,11.2452,0.1,0.125497,28.3234193916788,29.8450262117389,30.180219076952
120,1.8899,580.4899,25.292742,25.715902,11.873528,1.0,-20.128,-21.828,-22.08,-22.291,-22.772,-22.839,-23.15,-23.473,-23.651,-23.877,-23.773,10.6237,10.6641,1.98855,1.94457,30.0663193916788,30.2632262117389,30.226399076952
121,0.364,944.3303,23.555666,23.702759,10.083845,0.0,-20.413,-21.653,-22.244,-22.814,-22.999,-23.324,-23.749,-23.856,-23.942,-24.074,-23.664,11.1141,11.1036,1.35238,1.24059,29.3928193916788,30.0347262117389,30.157939076952
122,0.53,509.4934,23.65423,23.812788,10.562333,0.0,-18.001,-21.221,-22.207,-22.813,-23.121,-23.481,-23.786,-23.953,-24.133,-24.348,-24.157,11.45,11.409,-0.600109,-0.570314,27.7756993916788,29.8652262117389,30.239199076952
123,1.1902,493.1204,24.297407,24.336042,0.0,0.0,-17.204,-20.765,-21.697,-22.401,-22.693,-23.077,-23.282,-23.475,-23.823,-24.025,-23.782,11.0578,11.0192,-2.90217,-11.9214,27.3714793916788,29.6876262117389,30.043079076952
124,1.108,846.4718,24.675713,24.92477,11.319004,0.0,-19.821,-22.295,-23.048,-23.554,-23.945,-24.035,-24.269,-24.42,-24.497,-24.663,-24.351,11.2,11.1837,0.0249998,0.0479907,28.5145093916788,30.1204262117389,30.348609076952
125,0.124,467.2858,22.203465,22.072958,0.0,0.0,-91.175,-20.22,-21.135,-21.762,-21.781,-22.423,-22.734,-22.934,-23.074,-23.175,-22.985,10.7234,10.9284,-0.0562122,0.189709,28.3493093916788,29.5648062117389,29.880009076952
126,0.481,812.0343,23.79903,24.027758,10.60579,0.0,-18.462,-22.203,-23.245,-23.94,-24.206,-24.615,-24.938,-25.12,-25.237,-25.519,-25.252,11.9012,11.9209,0.0311184,-30.5389,27.7574093916788,30.3023262117389,30.705639076952
128,2.2224,419.0594,25.072914,25.324368,11.724111,1.0,-19.712,-21.591,-22.61,-22.943,-23.175,-23.394,-23.59,-23.764,-23.955,-24.207,-24.048,10.9644,11.0118,1.7578,1.52429,29.6643193916788,30.2145262117389,30.320219076952
129,0.344,9293.738,24.549686,24.837975,10.350834,0.0,-16.085,-20.083,-21.11,-21.741,-22.101,-22.466,-22.741,-22.926,-23.114,-23.295,-23.096,11.0015,11.0356,-1.6,-8.01855,26.9057293916788,29.4456362117389,29.835229076952
130,3.8276,454.9948,25.61082,25.850443,12.513794,1.0,-20.091,-21.225,-21.766,-22.141,-22.368,-22.685,-22.964,-23.128,-23.284,-23.549,-23.422,10.4194,10.5961,1.93927,1.52873,29.6452193916788,29.9792262117389,30.019049076952
131,0.666,429.9861,23.785732,23.920176,10.553945,1.0,-17.735,-20.063,-20.808,-21.421,-21.704,-22.094,-22.416,-22.557,-22.724,-23.037,-22.81,10.7472,10.7626,-0.19069,-0.142484,28.0398893916788,29.4132862117389,29.734489076952
132,0.9108,433.4708,24.133707,24.322174,10.980315,0.0,-18.525,-20.988,-21.86,-22.398,-22.784,-23.09,-23.279,-23.496,-23.621,-23.916,-23.669,11.1,11.1014,-1.27441e-05,-0.018369,28.1795493916788,29.7011262117389,30.036349076952
133,0.8788,454.3168,24.108343,24.284004,11.090942,0.0,-17.36,-21.194,-22.066,-22.751,-23.091,-23.467,-23.737,-24.016,-24.112,-24.454,-24.21,11.2143,11.1645,-3.56016,-11.7761,27.5167693916788,29.8329262117389,30.188369076952
134,2.8731,419.1164,25.499916,25.850248,12.574996,0.0,-20.521,-22.696,-23.515,-24.25,-24.813,-25.49,-26.025,-26.337,-26.715,-27.213,-27.25,12.3167,12.323,2.82848,2.83549,30.9755193916788,31.5257262117389,31.631439076952
135,1.518,661.7351,25.02502,25.387321,13.014664,0.0,-20.75,-22.143,-22.355,-22.795,-23.53,-23.714,-23.262,-23.287,-23.359,-23.523,-23.311,10.6391,10.7505,1.84988,1.6158,29.7661193916788,30.1519262117389,30.125759076952
136,0.9601,409.3792,24.110453,24.242071,11.099681,0.0,-18.094,-20.771,-21.78,-22.42,-22.781,-23.041,-23.394,-23.672,-23.729,-24.121,-23.913,11.252,11.2981,-0.0958926,-0.0362549,28.1826093916788,29.8549262117389,30.202009076952
137,0.8808,390.7268,24.094133,24.328983,11.314321,0.0,-18.367,-21.049,-21.881,-22.501,-22.826,-23.123,-23.371,-23.588,-23.724,-24.037,-23.792,10.9788,10.9277,-0.952042,-1.06591,27.7589893916788,29.7341262117389,30.021789076952
138,2.8808,699.545,25.630268,25.927216,11.496978,0.0,-21.247,-21.959,-22.404,-22.693,-22.851,-23.208,-23.429,-23.652,-23.753,-23.96,-23.791,10.6633,10.6865,1.69915,1.71289,29.8218193916788,30.1081262117389,30.133969076952
139,2.798,415.5432,24.43424,24.194202,0.0,0.0,-23.314,-24.28,-24.805,-24.653,-24.682,-24.999,-24.514,-24.558,-24.65,-24.712,-24.458,10.9053,10.8929,2.4,2.42126,30.5386193916788,30.6504262117389,30.487839076952
140,0.3456,463.6667,23.086884,22.950365,10.360213,0.0,-17.579,-20.784,-21.701,-22.426,-22.74,-23.153,-23.61,-23.729,-23.822,-23.964,-23.762,11.3736,11.3213,-0.371045,-0.346177,28.0759293916788,29.8577262117389,30.141329076952
142,0.6577,459.0366,23.917246,24.225279,11.659929,1.0,-17.102,-19.78,-20.576,-21.315,-21.788,-22.235,-22.457,-22.689,-22.953,-23.543,-23.397,10.8003,10.8452,0.999347,0.999459,29.1773793916788,29.8951262117389,30.009079076952
144,1.1455,426.8946,23.862246,23.562136,11.664028,1.0,-18.452,-20.437,-20.93,-21.198,-21.514,-21.967,-22.375,-22.572,-22.796,-23.215,-23.262,10.4398,10.4223,1.83724,1.90256,30.0233193916788,30.1530262117389,29.995719076952
145,0.905,2898.435,25.026636,25.30262,10.722901,0.0,-18.452,-20.529,-21.207,-21.739,-22.027,-22.31,-22.49,-22.676,-22.75,-22.989,-22.808,10.7443,10.7539,0.2,0.203307,28.4186193916788,29.5247262117389,29.722719076952
146,0.623,454.653,23.795443,24.007582,0.0,0.0,-18.591,-21.169,-22.072,-22.729,-23.039,-23.398,-23.699,-23.83,-24.021,-24.256,-24.009,11.35,11.319,-0.2,-0.230206,28.0176093916788,29.8375262117389,30.193309076952
147,1.76,471.8127,24.844625,25.060158,11.857441,1.0,-18.077,-19.844,-20.571,-21.267,-21.622,-22.079,-21.711,-22.38,-22.639,-23.122,-23.078,10.4519,10.5018,1.56521,1.28734,29.4223193916788,29.8465262117389,29.901089076952
148,0.6967,386.4201,23.874992,24.142847,10.986472,0.0,-17.766,-20.949,-21.874,-22.527,-22.778,-23.16,-23.442,-23.574,-23.744,-23.883,-23.636,11.25,11.2466,-0.500001,-0.517617,27.7712393916788,29.7318262117389,30.096239076952
149,0.669,406.5761,23.87325,24.167686,11.253248,0.0,-18.179,-20.521,-21.349,-21.874,-22.233,-22.588,-22.796,-22.941,-23.119,-23.396,-23.188,10.9751,10.974,0.0501406,0.0586114,28.3114793916788,29.6497762117389,29.887079076952
150,0.5299,885.6784,23.9265,24.142982,10.395964,0.0,-17.253,-20.669,-21.673,-22.223,-22.577,-22.918,-23.229,-23.452,-23.556,-23.778,-23.55,11.2302,11.2201,-1.00317,-0.974362,27.4479893916788,29.6503962117389,30.034089076952
151,1.2021,576.1695,24.61873,24.89401,11.147252,0.0,-17.719,-21.392,-22.356,-22.998,-23.285,-23.639,-23.893,-24.047,-24.26,-24.459,-24.233,11.2828,11.2435,-2.04319,-2.04265,27.6723393916788,29.9352262117389,30.280449076952
152,0.765,396.383,23.937752,24.145817,11.45211,0.0,-83.629,-12.211,-12.451,-12.404,-12.414,-12.012,-12.56,-12.446,-12.677,-12.81,-13.069,7.59564,6.01252,-1.10003,-2.6819,25.4134093916788,25.5817162117389,25.559809076952
153,1.0222,374.7101,24.118572,24.236578,11.456869,1.0,-19.421,-21.367,-22.121,-22.734,-23.053,-23.363,-23.672,-23.915,-23.98,-24.311,-24.132,11.249,11.2248,0.597931,0.534536,28.7054593916788,29.9358262117389,30.241359076952
154,0.3231,346.684,23.019697,23.201078,11.110075,1.0,-93.446,-18.681,-19.614,-20.302,-20.706,-21.127,-21.481,-21.725,-21.99,-22.303,-22.583,10.55,10.5347,0.1,0.05987,28.2221493916788,29.3137462117389,29.597149076952
155,0.9555,352.6021,23.726114,23.499805,11.422166,0.0,-17.665,-21.442,-22.263,-22.933,-23.229,-23.62,-23.85,-24.03,-24.076,-24.4,-24.159,11.2054,11.2052,-2.09188,-2.08097,27.6340193916788,29.8969262117389,30.242119076952
156,0.6731,1487.405,24.400528,24.632223,0.0,0.0,-18.586,-20.504,-21.466,-22.36,-22.701,-23.171,-23.357,-23.549,-23.797,-23.746,-23.519,11.2101,11.2325,-0.0961123,-0.101897,28.1169693916788,29.7892262117389,30.136369076952
157,0.9728,529.8858,23.94783,23.757421,0.0,0.0,-16.673,-20.439,-21.366,-22.007,-22.278,-22.597,-22.889,-23.188,-23.283,-23.599,-23.403,10.9315,10.8838,-2.31569,-12.0568,27.2361393916788,29.5523462117389,29.907739076952
158,1.176,345.7274,24.255144,24.413727,11.494073,0.0,-19.321,-21.671,-22.447,-23.006,-23.234,-23.571,-23.811,-23.95,-24.016,-24.472,-24.325,11.0,10.9755,-0.0999999,-0.160242,28.3062793916788,29.9121262117389,30.140379076952
159,0.53,341.4283,23.374996,23.34467,10.474673,0.0,-18.107,-21.367,-22.229,-22.685,-22.978,-23.268,-23.514,-23.679,-23.808,-23.958,-23.794,11.0182,11.0057,-1.09041,-0.987853,27.8370493916788,29.8121262117389,30.099849076952
160,0.9578,344.6397,24.040785,24.180752,11.179666,0.0,-19.369,-21.725,-22.552,-23.29,-23.66,-24.048,-24.388,-24.693,-24.768,-24.999,-24.806,11.4039,11.389,-3.20438,-11.5516,27.7413293916788,30.0575262117389,30.412929076952
161,2.945,588.236,25.78092,26.19092,12.565057,0.0,-20.966,-22.289,-22.973,-23.057,-23.231,-23.601,-23.769,-24.043,-24.093,-24.256,-24.034,10.8524,10.8942,0.648866,0.564279,28.8644293916788,30.0036262117389,30.181529076952
162,1.0192,362.542,24.15739,24.33602,12.040082,1.0,-17.605,-20.237,-21.171,-21.914,-22.345,-22.842,-23.042,-23.386,-23.596,-24.125,-23.999,11.1993,11.1864,0.698996,0.711534,28.8738093916788,29.9654262117389,30.248809076952
164,0.2221,568.6642,22.867535,23.008873,10.347852,0.0,-92.761,-20.251,-21.098,-21.637,-21.911,-22.167,-22.395,-22.969,-23.044,-22.899,-22.656,10.45,10.5108,-1.14923,-1.05328,27.5651393916788,29.3800362117389,29.643239076952
165,1.2029,804.645,24.775713,25.061838,11.151085,0.0,-18.786,-22.325,-23.254,-23.898,-24.17,-24.501,-24.726,-24.9,-25.168,-25.358,-25.143,11.5691,11.5254,-1.06012,-1.04233,28.1416393916788,30.2727262117389,30.588839076952
166,0.2294,500.3757,22.884518,23.18217,11.152099,1.0,-92.621,-19.407,-20.35,-21.016,-21.376,-21.766,-22.143,-22.443,-22.67,-22.935,-22.827,10.55,10.6613,0.699989,0.81559,28.9935093916788,29.7112262117389,29.825209076952
167,0.935,320.783,24.008686,24.174019,10.932797,0.0,-17.944,-20.649,-21.618,-22.334,-22.739,-23.086,-23.383,-23.651,-23.771,-24.098,-23.891,11.25,11.264,-0.0999999,-0.0703997,28.1484693916788,29.8207262117389,30.167869076952
168,0.6754,307.6598,23.492012,23.387577,10.248286,0.0,-17.154,-20.608,-21.496,-22.128,-22.371,-22.78,-23.019,-23.216,-23.38,-23.624,-23.38,10.9752,10.9148,-5.00907,-12.0258,27.2670893916788,29.5832962117389,29.938689076952
169,0.372,1020.781,23.659422,23.925108,0.0,0.0,-16.583,-19.767,-20.753,-21.39,-21.752,-22.08,-22.349,-22.527,-22.702,-22.925,-22.731,10.79,10.8461,-1.23462,-1.13329,27.2127193916788,29.3022262117389,29.676219076952
170,0.3584,338.6138,23.113827,23.306591,11.917666,1.0,-17.486,-19.378,-20.185,-20.754,-21.161,-21.504,-21.849,-22.067,-22.393,-22.738,-22.994,10.5,10.5415,0.4,0.501877,28.6522593916788,29.4828562117389,29.696759076952
171,0.347,309.8702,22.874193,22.632458,9.992423,0.0,-16.858,-20.674,-21.628,-22.294,-22.618,-22.974,-23.216,-23.387,-23.561,-23.73,-23.442,11.0628,10.9914,-2.90111,-11.9492,27.3437093916788,29.6599062117389,30.015309076952
172,0.478,302.7561,23.298828,23.399797,10.232057,0.0,-17.713,-20.216,-21.198,-21.85,-22.189,-22.6,-22.95,-23.186,-23.314,-23.61,-23.274,11.0922,11.1259,-0.21548,-0.168991,28.0266793916788,29.6337762117389,29.989579076952
173,0.2199,321.2129,22.653511,22.960966,11.009566,1.0,-92.46,-19.397,-20.398,-21.051,-21.397,-21.789,-22.089,-22.282,-22.46,-22.694,-22.568,10.55,10.6593,-0.3,-0.245748,27.9366193916788,29.3100262117389,29.631229076952
174,1.198,338.6621,23.465542,22.851597,11.054509,0.0,-19.27,-20.955,-21.622,-22.259,-22.445,-22.719,-22.907,-23.171,-23.338,-23.563,-23.414,10.7731,10.8471,1.50981,1.17431,29.3458193916788,29.9783262117389,30.061669076952
175,0.43,294.7294,23.265135,23.53131,10.430686,1.0,-17.176,-19.241,-20.062,-20.767,-21.173,-21.531,-21.847,-22.065,-22.217,-22.481,-22.219,10.45,10.4974,0.200014,0.23897,28.3945993916788,29.3536962117389,29.608499076952
176,1.581,335.8552,24.734697,25.064548,11.711023,0.0,-20.853,-22.389,-22.932,-23.582,-23.826,-24.065,-24.352,-24.511,-24.682,-24.958,-24.841,11.2154,11.2402,2.20368,2.19889,30.3318193916788,30.6575262117389,30.617339076952
177,0.688,314.939,23.744411,23.970297,12.220829,0.0,-19.372,-21.234,-21.869,-22.294,-22.553,-22.913,-23.31,-23.467,-23.882,-24.17,-24.032,10.799,10.7617,1.99829,1.91514,30.0413193916788,30.2926262117389,30.272569076952
178,0.8909,304.67,23.992025,24.220173,10.784306,0.0,-17.146,-20.979,-21.769,-22.438,-22.776,-23.135,-23.375,-23.5,-23.625,-23.848,-23.605,11.0093,11.0324,-2.33395,-11.9082,27.3847493916788,29.7009262117389,30.056349076952
179,0.8554,293.3857,23.846157,23.965193,11.007917,0.0,-17.872,-20.245,-21.017,-21.632,-21.991,-22.192,-22.587,-22.773,-22.92,-23.235,-23.029,10.8046,10.8148,0.112753,0.124568,28.2954893916788,29.5258962117389,29.831389076952
180,1.1129,317.5529,24.05699,24.104914,11.114341,0.0,-18.134,-21.846,-22.74,-23.369,-23.651,-24.07,-24.246,-24.416,-24.507,-24.784,-24.55,11.3954,11.3618,-1.87894,-9.41266,27.8402693916788,30.0793262117389,30.412969076952
181,1.11,290.2073,23.968626,23.968615,11.05394,0.0,-17.352,-20.572,-21.463,-22.131,-22.466,-22.826,-22.973,-23.153,-23.503,-23.702,-23.497,10.9145,10.8949,-2.41409,-2.39126,27.3237293916788,29.5866362117389,29.931829076952
182,2.76,308.2615,24.637966,24.593718,12.347198,0.0,-21.809,-22.479,-22.74,-23.043,-23.226,-23.601,-23.852,-23.997,-24.186,-24.409,-24.256,10.5993,10.612,2.28292,2.27556,30.3478193916788,30.3848262117389,30.329899076952
183,1.197,315.8623,24.368856,24.659222,12.305534,0.0,-21.022,-23.067,-23.888,-24.43,-24.796,-25.064,-25.478,-25.682,-25.851,-26.117,-25.933,11.998,11.9972,1.70391,1.73872,29.8943193916788,30.8534262117389,31.108239076952
184,1.5247,306.7455,24.518265,24.734348,11.064921,1.0,-19.696,-21.662,-22.538,-23.15,-23.408,-23.649,-23.987,-24.179,-24.387,-24.622,-24.417,11.3525,11.3878,0.9,0.912889,29.0751693916788,30.1667262117389,30.450169076952
185,0.6666,268.3515,23.501602,23.516317,10.926051,0.0,-17.672,-21.068,-21.948,-22.594,-22.869,-23.266,-23.519,-23.681,-23.904,-24.117,-23.87,11.1843,11.2031,-3.64983,-16.073,27.3652993916788,29.7705262117389,30.127399076952
186,0.8236,392.2932,24.036694,24.282686,10.89556,1.0,-18.826,-20.892,-21.635,-22.223,-22.563,-22.826,-23.158,-23.382,-23.525,-23.864,-23.659,11.0511,11.0535,0.545373,0.578598,28.7408793916788,29.8325262117389,30.115879076952
187,0.3336,396.1055,23.127234,23.35893,9.864553,0.0,-16.672,-20.195,-21.233,-21.957,-22.317,-22.718,-23.025,-23.227,-23.356,-23.535,-23.4,11.1508,11.1857,-0.801619,-0.793603,27.5524093916788,29.6419062117389,30.015909076952
188,0.66,309.4418,23.709316,23.956726,11.310624,0.0,-19.103,-21.48,-22.221,-22.701,-22.999,-23.392,-23.775,-23.873,-24.164,-24.375,-24.141,11.2038,11.2074,0.502512,0.47538,28.7068793916788,29.9276262117389,30.145779076952
190,2.7684,268.3495,25.283447,25.64341,12.72393,0.0,-20.317,-22.323,-22.741,-23.137,-23.528,-23.848,-24.143,-24.31,-24.429,-24.666,-24.484,11.1727,11.2424,2.19192,1.51759,29.6617193916788,30.3276262117389,30.480959076952
191,2.9236,287.8499,25.295187,25.611996,12.95169,1.0,-20.839,-22.099,-22.713,-23.193,-23.209,-23.698,-24.024,-24.239,-24.432,-24.736,-24.644,11.0614,11.1064,2.19807,2.04967,30.1813193916788,30.5262262117389,30.536839076952
192,1.615,767.9589,24.99284,25.224535,11.329954,1.0,-21.075,-22.321,-22.718,-23.011,-23.191,-23.307,-23.558,-23.679,-23.802,-23.966,-23.814,10.5278,10.5602,2.3405,2.33384,30.4276193916788,30.4461262117389,30.254149076952
193,0.4261,292.6807,23.204952,23.36807,10.292094,0.0,-17.505,-20.572,-21.564,-22.239,-22.593,-22.973,-23.276,-23.422,-23.608,-23.842,-23.595,11.2132,11.2255,-0.335768,-0.323733,27.9240793916788,29.7440262117389,30.099779076952
194,1.1461,297.1987,23.790693,23.575804,11.320685,0.0,-18.296,-22.038,-22.932,-23.603,-23.89,-24.27,-24.503,-24.71,-24.804,-25.237,-25.005,11.5059,11.4782,-1.80043,-1.80795,27.9070393916788,30.1699262117389,30.515139076952
195,0.5586,678.2319,23.854845,24.057293,10.413482,0.0,-17.427,-20.671,-21.594,-22.184,-22.503,-22.841,-23.119,-23.244,-23.361,-23.579,-23.343,10.9511,10.8971,-0.701929,-9.87737,27.3755693916788,29.6146662117389,29.948269076952
196,0.4943,477.7552,23.597399,23.829096,0.0,0.0,-16.872,-19.727,-20.689,-21.357,-21.622,-22.003,-22.224,-22.416,-22.54,-22.857,-22.748,10.8101,10.8168,-0.483647,-0.517633,27.7012293916788,29.3735362117389,29.720629076952
197,3.2531,257.8025,25.38729,25.719904,12.645008,0.0,-19.83,-21.592,-22.223,-22.771,-23.101,-23.569,-23.954,-24.155,-24.384,-24.715,-24.667,10.9446,11.0397,2.38496,2.37382,30.5029193916788,30.6889262117389,30.552639076952
198,1.1757,275.5328,23.97582,23.957417,11.63114,0.0,-17.319,-21.276,-22.178,-22.943,-23.244,-23.645,-23.831,-24.038,-24.305,-24.506,-24.334,11.3878,11.3681,-4.09553,-18.0766,27.4496093916788,29.8943262117389,30.251409076952
199,0.889,273.4549,23.893984,24.063478,11.030089,0.0,-19.596,-21.588,-22.312,-22.829,-23.281,-23.456,-23.759,-23.868,-24.071,-24.312,-24.083,11.25,11.2381,1.39894,1.39243,29.5703193916788,30.2880262117389,30.402049076952
200,1.6976,292.8864,25.10933,25.714144,10.911573,1.0,-20.431,-22.237,-22.873,-23.376,-23.677,-24.011,-24.3,-24.53,-24.666,-24.936,-24.732,11.448,11.4412,1.20417,1.18276,29.3384193916788,30.2975262117389,30.552339076952
201,0.8382,253.9031,23.808397,23.982714,10.787911,0.0,-18.331,-21.457,-22.396,-22.993,-23.322,-23.635,-23.878,-24.079,-24.21,-24.394,-24.149,11.2499,11.2361,-2.0001,-2.05009,27.6648993916788,29.9278262117389,30.272999076952
202,0.246,249.9389,22.633083,22.868113,0.0,0.0,-15.877,-18.215,-19.044,-19.636,-19.947,-20.314,-20.511,-20.795,-20.957,-21.261,-21.056,9.95032,9.99954,-0.500699,-0.475332,27.6869493916788,28.7785462117389,29.061949076952
203,2.5855,273.2352,24.239067,24.014984,11.264147,1.0,-19.754,-21.202,-21.732,-21.823,-22.031,-22.429,-22.677,-22.801,-22.907,-23.129,-22.976,10.4565,10.4562,1.46673,1.43446,29.5757193916788,29.9127262117389,29.866279076952
204,3.4911,285.2496,25.64879,26.054502,12.909861,1.0,-20.194,-21.955,-22.605,-23.153,-23.248,-23.716,-24.134,-24.336,-24.565,-24.896,-24.847,11.1178,11.1433,2.48847,2.47735,30.6064193916788,30.7924262117389,30.656139076952
205,1.8843,262.0172,24.683804,24.919842,11.264607,0.0,-20.631,-22.942,-23.476,-23.881,-24.111,-24.215,-24.342,-24.524,-24.545,-24.677,-24.449,11.0503,11.0466,-0.700654,-0.676834,28.7712293916788,30.2168262117389,30.319329076952
206,0.9626,344.879,23.426863,22.867193,11.293213,0.0,-18.371,-21.261,-22.096,-22.834,-23.135,-23.459,-23.785,-23.909,-24.075,-24.341,-24.147,11.3526,11.3522,0.205282,0.232462,28.4303793916788,29.9520262117389,30.287179076952
207,1.7177,484.3249,24.74935,24.901611,11.782806,1.0,-19.696,-21.756,-22.821,-23.353,-23.774,-23.996,-24.356,-24.507,-24.675,-24.916,-24.732,11.5013,11.5037,1.20316,1.24524,29.4009193916788,30.3599262117389,30.614739076952
208,2.206,245.9245,24.769861,24.979269,12.460592,0.0,-20.721,-22.593,-23.146,-23.774,-24.225,-24.634,-25.012,-25.231,-25.465,-25.812,-25.73,11.5495,11.6816,2.41466,2.09719,30.2389193916788,30.8355262117389,30.959639076952
209,0.751,374.5689,23.98629,24.318878,11.994067,0.0,-22.474,-23.64,-23.791,-24.141,-24.229,-24.41,-24.653,-24.775,-24.91,-25.084,-24.895,10.8738,10.8988,2.90025,2.90245,30.9664193916788,30.9031262117389,30.671639076952
210,0.727,269.2695,23.813326,24.152885,10.94186,0.0,-17.962,-20.558,-21.26,-21.97,-22.207,-22.63,-22.899,-23.065,-23.271,-23.562,-23.355,11.0,10.9964,0.0975374,0.0913444,28.2737193916788,29.6471162117389,29.968319076952
211,0.4819,550.2867,23.655972,23.931162,10.900764,0.0,-17.964,-21.679,-22.705,-23.318,-23.565,-23.964,-24.279,-24.437,-24.598,-24.821,-24.524,11.5915,11.6385,-0.461831,-7.41568,27.5085993916788,30.0485262117389,30.438099076952
